TOPIC,SUBTOPIC,SUBTOPIC_ID,TAXONOMY,TAXONOMY_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,NESTING_LABEL,NESTING_LABEL_ID,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_LCI,ESTIMATE_UCI,FLAG,FOOTNOTE_ID_LIST
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicare,42,42,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicare,42,42,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Chain affiliated,20,20,Total,44,44,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Chain affiliated,20,20,Total,44,44,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,For profit,46,46,,,"Percent of total providers, crude",2,2020,1,70.4,0.6,69.2,71.6,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,For profit,46,46,,,"Percent of total providers, crude",2,2022,2,75.6,0.6,74.5,76.7,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Government and other,48,48,,,"Percent of total providers, crude",2,2020,1,11.2,0.4,10.4,12.1,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Government and other,48,48,,,"Percent of total providers, crude",2,2022,2,15,0.5,14.1,15.9,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Nonprofit,50,50,,,"Percent of total providers, crude",2,2020,1,18.4,0.5,17.4,19.5,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Nonprofit,50,50,,,"Percent of total providers, crude",2,2022,2,9.4,0.4,8.7,10.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Full time nursing and social work employees,24,24,Total,52,52,,,Number of employees,20,2020,1,90500,1500,87600,93400,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Full time nursing and social work employees,24,24,Total,52,52,,,Number of employees,20,2022,2,108400,2720,103100,113800,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Activities director,54,54,,,"Percent of providers, crude",4,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Activities director,54,54,,,"Percent of providers, crude",4,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Aide,56,56,,,"Percent of providers, crude",4,2020,1,97.8,0.2,97.4,98.2,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Aide,56,56,,,"Percent of providers, crude",4,2022,2,97.8,0.2,97.4,98.1,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Licensed practical or vocational nurse,58,58,,,"Percent of providers, crude",4,2020,1,70.4,0.6,69.2,71.6,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Licensed practical or vocational nurse,58,58,,,"Percent of providers, crude",4,2022,2,65.7,0.6,64.4,66.9,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Registered nurse,60,60,,,"Percent of providers, crude",4,2020,1,,,,,~~~,"FN_NPALS20,NA_NPALS24,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Registered nurse,60,60,,,"Percent of providers, crude",4,2022,2,,,,,~~~,"FN_NPALS20,NA_NPALS24,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Social worker,62,62,,,"Percent of providers, crude",4,2020,1,99.5,0.1,99.3,99.7,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Social worker,62,62,,,"Percent of providers, crude",4,2022,2,99.6,0.1,99.4,99.8,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Activities director,54,54,,,Ratio of FTE hours per patient,22,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Activities director,54,54,,,Ratio of FTE hours per patient,22,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Aide,56,56,,,Ratio of FTE hours per patient,22,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Aide,56,56,,,Ratio of FTE hours per patient,22,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Licensed practical or vocational nurse,58,58,,,Ratio of FTE hours per patient,22,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Licensed practical or vocational nurse,58,58,,,Ratio of FTE hours per patient,22,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Registered nurse,60,60,,,Ratio of FTE hours per patient,22,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Registered nurse,60,60,,,Ratio of FTE hours per patient,22,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Social worker,62,62,,,Ratio of FTE hours per patient,22,2020,1,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per patient,30,30,Social worker,62,62,,,Ratio of FTE hours per patient,22,2022,2,,,,,...,"FN_NPALS20,NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Aide,56,56,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,31.6,0.2,31.1,32,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Aide,56,56,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,30.5,0.3,29.9,31.2,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Licensed practical or vocational nurse,58,58,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,8.6,0.1,8.3,8.9,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Licensed practical or vocational nurse,58,58,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,9.7,0.2,9.3,10.1,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Registered nurse,60,60,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,48.2,0.2,47.8,48.7,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Registered nurse,60,60,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,48.6,0.3,47.9,49.2,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Social worker,62,62,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,11.6,0.1,11.4,11.8,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Social worker,62,62,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,11.2,0.1,10.9,11.4,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia care and only serves patients with dementia,66,66,,,"Percent of providers, crude",4,2020,1,,,,,...,"NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia care and only serves patients with dementia,66,66,,,"Percent of providers, crude",4,2022,2,,,,,...,"NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia and serves patients with and without dementia,72,72,,,"Percent of providers, crude",4,2020,1,,,,,...,"NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia and serves patients with and without dementia,72,72,,,"Percent of providers, crude",4,2022,2,,,,,...,"NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Dietary and nutritional,76,76,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Dietary and nutritional,76,76,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Hospice,78,78,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Hospice,78,78,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Mental health or counseling,80,80,,,"Percent of providers, crude",4,2020,1,97.3,0.2,96.8,97.7,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Mental health or counseling,80,80,,,"Percent of providers, crude",4,2022,2,97.6,0.2,97.1,97.9,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Pharmaceutical,82,82,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Pharmaceutical,82,82,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,"Physical, occupational, or speech therapy",84,84,,,"Percent of providers, crude",4,2020,1,97.4,0.2,96.9,97.8,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,"Physical, occupational, or speech therapy",84,84,,,"Percent of providers, crude",4,2022,2,97,0.2,96.5,97.4,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Skilled nursing,86,86,,,"Percent of providers, crude",4,2020,1,100,,,,~~,"NA_NPALS26,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Skilled nursing,86,86,,,"Percent of providers, crude",4,2022,2,100,,,,~~,"NA_NPALS26,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Social work,88,88,,,"Percent of providers, crude",4,2020,1,99.9,0,99.8,100,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Hospice,3,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Social work,88,88,,,"Percent of providers, crude",4,2022,2,,,,,~~~,"NA_NPALS24,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Total,0,Total,0,0,Total,0,0,,,Number of providers,18,2020,1,1200,,,,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Total,0,Total,0,0,Total,0,0,,,Number of providers,18,2022,2,1170,,,,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Metropolitan,6,6,,,"Percent of total providers, crude",2,2020,1,86.9,1,84.8,88.7,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Metropolitan,6,6,,,"Percent of total providers, crude",2,2022,2,87,1,84.9,88.8,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Micropolitan,8,8,,,"Percent of total providers, crude",2,2020,1,11.5,0.9,9.8,13.5,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Micropolitan,8,8,,,"Percent of total providers, crude",2,2022,2,11,0.9,9.3,12.9,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Neither,10,10,,,"Percent of total providers, crude",2,2020,1,1.7,0.4,1.1,2.6,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Neither,10,10,,,"Percent of total providers, crude",2,2022,2,2,0.4,1.3,3,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Northeast,12,12,,,"Percent of total providers, crude",2,2020,1,14.2,1,12.3,16.3,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Northeast,12,12,,,"Percent of total providers, crude",2,2022,2,13.4,1,11.5,15.5,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Midwest,14,14,,,"Percent of total providers, crude",2,2020,1,25.2,1.3,22.8,27.8,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Midwest,14,14,,,"Percent of total providers, crude",2,2022,2,24.6,1.3,22.2,27.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,South,16,16,,,"Percent of total providers, crude",2,2020,1,42.4,1.5,39.6,45.3,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,South,16,16,,,"Percent of total providers, crude",2,2022,2,44.4,1.5,41.6,47.3,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,West,18,18,,,"Percent of total providers, crude",2,2020,1,18.2,1.1,16.1,20.5,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,West,18,18,,,"Percent of total providers, crude",2,2022,2,17.6,1.1,15.5,19.9,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Certified hospital beds,8,8,Total,2,2,,,"Number of beds, total",8,2020,1,335000,9800,315800,354200,,"FN_NPALS12,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Certified hospital beds,8,8,Total,2,2,,,"Number of beds, total",8,2022,2,325200,10100,305400,345100,,"FN_NPALS12,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Certified hospital beds,8,8,Total,16,16,,,"Number of beds, average",10,2020,1,291,9,275,308,,"FN_NPALS12,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Certified hospital beds,8,8,Total,16,16,,,"Number of beds, average",10,2022,2,279,9,262,296,,"FN_NPALS12,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,Total,4,4,,,"Number of patients, annual average",14,2020,1,321,9,303,339,,"FN_NPALS16,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,Total,4,4,,,"Number of patients, annual average",14,2022,2,323,10,304,342,,"FN_NPALS18,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,1-100 patients,28,28,,,"Percent of total providers, crude",2,2020,1,16.6,1.1,14.5,18.9,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,1-100 patients,28,28,,,"Percent of total providers, crude",2,2022,2,19.7,1.2,17.5,22.1,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,101-300 patients,30,30,,,"Percent of total providers, crude",2,2020,1,47.9,1.5,44.9,50.9,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,101-300 patients,30,30,,,"Percent of total providers, crude",2,2022,2,45.3,1.5,42.4,48.2,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,≥301 patients,32,32,,,"Percent of total providers, crude",2,2020,1,35.6,1.5,32.8,38.5,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Number of patients,14,14,≥301 patients,32,32,,,"Percent of total providers, crude",2,2022,2,35,1.4,32.3,37.8,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicaid,40,40,,,"Percent of providers, crude",4,2020,1,95,0.6,93.6,96.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicaid,40,40,,,"Percent of providers, crude",4,2022,2,95,0.6,93.6,96.1,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicare,42,42,,,"Percent of providers, crude",4,2020,1,100,,,,~~,"NA_NPALS26,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicare,42,42,,,"Percent of providers, crude",4,2022,2,100,,,,~~,"NA_NPALS26,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Chain affiliated,20,20,Total,44,44,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Chain affiliated,20,20,Total,44,44,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,For profit,46,46,,,"Percent of total providers, crude",2,2020,1,35.2,1.4,32.5,38,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,For profit,46,46,,,"Percent of total providers, crude",2,2022,2,39.8,1.4,37,42.6,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Government and other,48,48,,,"Percent of total providers, crude",2,2020,1,17.9,1.1,15.8,20.2,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Government and other,48,48,,,"Percent of total providers, crude",2,2022,2,43.9,1.5,41.1,46.8,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Nonprofit,50,50,,,"Percent of total providers, crude",2,2020,1,46.9,1.5,44,49.8,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Nonprofit,50,50,,,"Percent of total providers, crude",2,2022,2,16.3,1.1,14.3,18.5,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Inpatient rehabilitation facility,4,Healthcare capacity,160,Other Characteristic,4,Full time nursing and social work employees,24,24,Total,52,52,,,Number of employees,20,2020,1,252200,6900,238600,265800,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
